,negative_prob,positive_prob
berufsqualifizierenden,0.026778365973344268,0.8891936340738057
entlastung,0.1373789276802749,0.8705061084880215
staatsferne,0.002360976170803438,0.9963027116911528
nachwuchsförderung,0.0024382597581845355,0.9928285457431214
good,0.05955264236548585,0.9158330349821732
föj,0.009034214418556856,0.934978509166826
friede,0.027618676783740543,0.9690803156559604
lizenzen,0.004123491344595567,0.9908859257418692
infrastrukturpolitik,0.017896900454615373,0.9147007330281992
transportmittel,0.02133919815746721,0.8836163329519469
deutschlandstipendiums,0.13564302484540014,0.8736505455633823
wohnformen,0.005016836308540741,0.9360350327327952
forschungszentren,0.003736195156624281,0.9759523982541928
durchlässigkeit,0.0032926510932105115,0.9916024738777872
gebündelte,0.07838340787220238,0.8951482698357378
überlegenswert,0.00850700519115772,0.9854382145352626
steuerentlastung,0.09603885223344,0.9226141451683672
außenhandelskammern,0.006791772877410925,0.9363930214605884
ausrüster,0.017186082682693855,0.9477720004057908
vorteil,0.13741509256193646,0.8705369791959868
highlight,0.04247319775478232,0.8705490481758399
krebsregister,0.005955586294599315,0.9501399713957851
praxisgerecht,0.02296584819307458,0.9719601778004322
professorinnen,0.0261738028454612,0.8980422642648335
mittelstandsförderung,0.0014004644968102025,0.9956103645494248
verständnis,0.13736121239699614,0.8705209757671843
zehren,0.034910943767275084,0.8792777054236056
bürokratischem,0.020635858734576587,0.9504914224550852
hinzuverdienstmöglichkeiten,0.027958749127072764,0.8937493318947457
ganztagsangebote,0.02234431869006811,0.8837950379612444
frequenzen,0.007618398753768705,0.960771297996556
anhebung,0.13748368713860676,0.8705332676632501
selbstverständliches,0.16526802358849965,0.9545266473469526
hauptstadtkulturförderung,0.010171098812797107,0.9380837646671598
toppriorität,0.08092325023305591,0.8732454565157651
übergeordnetes,0.010848709129738772,0.9697267322189604
nachbarlandes,0.08255321782239099,0.9027382666178321
energiemixes,0.04110550770195269,0.9460164808131024
raiffeisenbanken,0.016865480146489573,0.9332766641888668
problemlösungen,0.001514996918868901,0.9999946577721812
breitensports,0.058703248809044185,0.922801757084944
verfassungsrechtliches,0.06946908640726453,0.9175038855348036
zeitpolitik,0.05198864854052753,0.898143062576254
stringente,0.18272802324277,0.9079318706180368
altbausanierungsprogramm,0.02724802276168433,0.9404328266275744
westbindung,0.060009183508538864,0.8771329266738191
sektorenübergreifenden,0.019414243711011712,0.8960624621029315
außerschulische,0.026482433669142248,0.9268328692932754
marktkonformen,0.07726843035846755,0.8958536004436858
energiepflanzen,0.02243634212464055,0.8784744552513345
entschuldung,0.0814308873791537,0.8891775182654648
bundesverkehrswege,0.03089961090618485,0.9128096259006896
ausbildungsplatzangebot,0.026486066336410045,0.9044079237488104
wettbewerbsvorteil,0.03829355337696107,0.9025536823952638
men,0.023381779315837792,0.9309842365222892
bono,0.05289358394800872,0.8797316224558277
beratungs,0.0023829045652407955,0.9822962856989677
gewaltenteilung,0.08246997431517508,0.8883759822955769
darlegung,0.01398087786547211,0.9333326429366068
kapitalgedeckten,0.021092585529270624,0.9719121414514326
belehrung,0.041306978623335835,0.8840228558686632
games,0.0009622610864571899,0.98462951057171
angebotsbedingungen,0.0031075362000344236,0.9887163590413428
erstem,0.053102154257492235,0.8706057995479073
erasmus,0.034373162689015066,0.9634000997217392
bundesstadt,0.0014670226281826096,0.990904868519112
brigade,0.013887732976233266,0.8904301773394003
vorschlages,0.08373969464112656,0.8840882765617551
streben,0.1342794743879249,0.8705831699771776
schöpferischen,0.10955305062876652,0.9426189571252858
umfassenden,0.0204407950751828,0.9783491463481936
ausschussmitgliedern,0.09462548743636423,0.8722575085632013
gründende,0.02623850718937177,0.9203251090334534
zusammenzuführen,0.020744512745515444,0.9775535773966008
bietenden,0.06888664877889136,0.8938372811814532
miriam,0.02830197422167406,0.9388140384114992
forschungskooperationen,0.021870168125000672,0.9429097492016044
versprechender,0.009673715916753334,0.9875165895981858
schutzpflicht,0.014059592883461869,0.9742451423856046
anlegers,0.08579194021971606,0.9063075481115812
eingegangenen,0.034535352062457135,0.9697190276083296
palliativ,0.016058428450778466,0.914324275062766
vertrauen,0.13744849216827962,0.8705309863985858
akademischer,0.006792798953636824,0.9799328284805348
mitgestalten,0.03271165231326004,0.963693714955126
rechtsstaatlicher,0.09216640210326683,0.9098565597464056
erfolgversprechende,0.08028681716377077,0.924181509113395
fondsstandort,0.01897077632059181,0.9144065134440468
gesundheitsförderung,0.02338424215550031,0.9530757317446016
durchsetzungsfähige,0.05722329232253132,0.9270981848712768
altersrückstellungen,0.03410071064053425,0.8989324965461721
definierte,0.027486740667544838,0.9100417847640933
paralympischen,0.0010284733077636147,0.9925495136391572
konzeptes,0.02682815393298976,0.9482243412656718
bevölkerungsschichten,0.023882900672705668,0.9696717696320846
ansatzpunkte,0.012592426654249051,0.9454186912393382
bibelfest,0.030477438379470013,0.8925523464463941
ikt,0.08514524583883687,0.9064156633431244
upd,0.0014146971121533273,0.9767184434773416
professionelles,0.03162154149528567,0.9710293338920072
berufsabschlüsse,0.018767623231939257,0.921493677352977
burden,0.04173480425803982,0.9080621115429894
entwicklungshilfemittel,0.020226680472035432,0.9486426219807216
protokolls,0.07870844782490242,0.902666401450672
menschenbildes,0.0935638366299285,0.9155499484486472
zukünftiger,0.0243004065831992,0.9709092475389872
zusammenpassen,0.10590547510612493,0.8937545268903921
kenntnis,0.1374401580142656,0.870541923105761
datenmengen,0.03709805875942116,0.9689333070024968
investitionen,0.1373521652285578,0.8705142442714245
zusammenbringt,0.10300307218620433,0.9091234393469754
norwegischen,0.0114230650548288,0.9227660894881604
sicherheitswirtschaft,0.040836164561926236,0.8817316169129787
geburtstagskind,0.0062218411030844,0.938028221381677
kohärenz,0.04701644305644995,0.9219190636887594
beimessen,0.008160281004904908,0.9763388198014872
antistressverordnung,0.01273413375256503,0.917645460766918
einsicht,0.08510892597653429,0.8705607381984585
kosteneffizienz,0.0076181079483953204,0.9933939091183128
universitären,0.022428058473458447,0.904475168916919
prägend,0.026868623227394545,0.9538637870579436
digitales,0.0005042121944154955,0.9952501846282584
jahresberichte,0.04551810880698442,0.8822956885036215
effizienzpotenziale,0.04804052584364549,0.9755424221948223
biomedizin,0.007334465247398046,0.9780442782908704
produktivkapital,0.017431532257565226,0.967740615527162
ermäßigter,0.007990682626405565,0.9583332991216609
luther,0.018964518908223132,0.9265352651043536
gegenseitigem,0.026548588676732543,0.9832775492671516
abrüstung,0.13745148401151014,0.8704923523834196
zweisäulenmodell,0.01867537937731404,0.8771193068783085
anzumelden,0.01806935947012648,0.8992909411800212
marktposition,0.016836769311349226,0.9277052948949026
ffa,9.762051468317888e-05,0.997385523260771
gehaltsstrukturen,0.0570216015734217,0.8743860012843029
freigrenzen,0.01426481674088239,0.8849729789327923
produktionsmittel,0.026399359340248948,0.9039073941255032
natürliches,0.16731259489100048,0.921385727161868
förderverein,0.012244290606451522,0.9006355206608301
scheidenden,0.012938394090334105,0.8971561684452066
rentenversicherungssystems,0.06211084701128518,0.9191911972992348
familienfreundlicher,0.04392959494889481,0.9625855624044116
gönner,0.05425592789595539,0.8704695673825493
aneignen,0.0614979676787259,0.9298689228468678
ausstatten,0.06428586187382776,0.904670623372567
multilateraler,0.0024200897408180816,0.9999850041753378
weiterentwicklung,0.025391160181867985,0.9480864207748392
befriedete,0.024193351089902497,0.9048402047975456
gewissheit,0.13744679139970534,0.8706160608797516
zivilgesellschaftliche,0.018526467538306567,0.9745346979295164
zusammenstehen,0.05522745839194205,0.9538033323390313
stabilisierung,0.13739252634913107,0.8705290501602284
maßgeblichen,0.0077362683999907325,0.9913279624090552
rascher,0.01613220545636778,0.9645169694714684
weiterentwicklungen,0.025188159050040217,0.9660299123052308
nanomaterialien,0.02612244864380535,0.8843161784763084
nichtverbreitungs,0.058425084527505576,0.9083946834826366
bündnissolidarität,0.09251586764501432,0.8831801827738822
teilzeitausbildung,0.018885023380435198,0.9423127727409484
forums,0.006154470899897774,0.986509937784919
positivere,0.019872439409427182,0.9528155319442488
internationalisierungsstrategie,0.021938766501386847,0.9139593317806808
wohnungseigentum,0.01439727260456066,0.9614599056397886
energiequelle,0.00781714871285325,0.9595761704353474
genutzte,0.019524818453091515,0.9371074489512492
gleichmäßigen,0.009619032399514279,0.986633064244792
viabono,0.017649907803740796,0.9402896100533696
erholungsraum,0.020621119835800943,0.9757771155752868
immobilienunternehmen,0.01965924774000078,0.9432100634617848
vermarktung,0.0045335995855600286,0.9306024789562204
endlagersuche,0.052258772706170666,0.950406623168786
privatwirtschaftlicher,0.05306512357076945,0.9202515073251196
überragendem,0.060934044021103966,0.921248456504062
angestoßene,0.027416806281479883,0.9378419619462786
tierschutz,0.13739688296217395,0.8705105919859937
norman,0.024582596041573045,0.8953771500178178
vermelden,0.00338523971133877,0.990344533775752
ehrlichkeit,0.1296309774915095,0.8705334473550057
pakte,0.014735541991661931,0.9622707021139052
verkehrswerte,0.04127005804898117,0.8860642668513075
zentrale,0.09753160650406292,0.8861741732293891
düngeverordnung,0.01628421773342869,0.9005587064755062
ratifizierung,0.1374266372048718,0.8705076394856239
energieprogramm,0.0028857879832952225,0.9698830374768528
abstimmungen,0.13742265479649748,0.8705499774048299
bert,0.01989506409495333,0.9644128768617822
zusammengesetzten,0.019653473108201456,0.9404061919207306
weltweites,0.01929146118401136,0.985111404578603
volllaststunden,0.04941144978680232,0.8762470752925029
entspannung,0.10378660309380926,0.9327985750622846
verhandlungspartner,0.0073746768059618625,0.954301022119936
steuerrechtliche,0.01231059385379505,0.9763987253459722
zusammenzusetzen,0.018148492522189967,0.98592526681493
grundlastfähigkeit,0.06585920773488338,0.9078122009222832
aussagekraft,0.057213216899237675,0.8724090324626966
brächte,0.05766566577875434,0.9307446272532958
aufgestelltes,0.01373956592831578,0.9725822560823624
rechtsverbindlichkeit,0.014282423109493382,0.9524567300570538
verantwortungsbereitschaft,0.13593836215585015,0.8758821810921256
eubürger,0.007823864845962225,0.91301844788003
verbraucherforschung,0.02933897652306032,0.9557625754933564
drauflegen,0.07125680448602799,0.8806090947490173
bildungsmöglichkeiten,0.00927407164705599,0.9701120814285183
reges,0.0407578450844444,0.9292484262631884
durban,0.02861727855871893,0.9378118190096221
filmerbe,0.002568052558919391,0.9443318822056738
dichtes,0.12338601896965284,0.9164828033230664
warnschussarrests,0.043350199644363284,0.923090115060353
vorausschauenden,0.0154139529999364,0.9886767006833584
technischem,0.05772938838518615,0.9230148373813752
aufschließen,0.14440381438159985,0.8735004131542443
ansporn,0.012873111026016784,0.9548161190559591
tuns,0.11158997867278657,0.8889039041573382
indigener,0.07829850457686575,0.8992562921443724
sternstunde,0.1412518082358044,0.8748354235898931
hansjürgen,0.04764193856546637,0.8830871126050891
familienarbeit,0.06228485138472575,0.8802161720114998
reichweite,0.040710018385308494,0.8786901570462902
informierte,0.0025671003585273364,0.9968405163461964
anzureizen,0.014019156431444923,0.9609428969882301
fortan,0.003828803656869528,0.9589283049083108
deutschtschechische,0.07822140938418858,0.8803065992341833
vorangebracht,0.059980459318948826,0.9435607061392318
zielerreichung,0.000982369480589052,0.9931581997472058
zurechtzurücken,0.08032552533520071,0.928440877781306
debattierten,0.04255223317631097,0.9355374309227951
senders,0.055099256357780735,0.8704829391953656
solidarrente,0.03658030326876608,0.8979901001325957
vordringlichen,0.013646676006932274,0.8762703272786727
mengensteuerung,0.013836672643164159,0.9743729789522659
bürgernähe,0.0031621824027657773,0.9947014316126064
hinsehens,0.12354613131506655,0.8794837636691352
wärmespeicher,0.01189944308937631,0.9495634103823386
kameralistik,0.02438362848974408,0.8805305139567823
robertson,0.02027077934026501,0.9334088815563611
zurückzufinden,0.011049568272372256,0.9934035655910652
fes,0.001904174673473522,0.9389434260566324
bundeswehrangehörigen,0.04111095112156304,0.9244139765375992
steuerfinanzierten,0.05195351362929588,0.8948823573532441
bildungstest,0.0005002671398228458,0.995651866026255
exportorientierte,0.013029021538972185,0.9772133880153756
ergebenden,0.06380961633776212,0.8707037966071247
care,0.01344136715383634,0.9142494245311198
organisationsstrukturen,0.023491867256776225,0.9208168105456396
kennedy,0.02383322922824509,0.946453824559774
handreichung,0.0053584334028984534,0.9211197687008152
erfolgserlebnis,0.07275799697303799,0.8870763449177513
wachhalten,0.0701154238636593,0.8727751358360051
avantgarde,0.04239890679114986,0.93024944304649
klimazielen,0.061553613284742924,0.8968547168126575
reformierten,0.012944639066277198,0.978849262421608
bürgernahes,0.054237370986515605,0.9252107122400608
entwicklungsförderung,0.05552442564703791,0.8992892151843039
beschäftigungspotenzial,0.05345725774884566,0.8878003595826299
hinterlegen,0.054307674809295735,0.9113294662758892
brüderlichkeit,0.04443883500184946,0.9171131917025164
pflanzenzüchtung,0.013140999236314005,0.8940496523233322
haushaltsnaher,0.01670568499439239,0.9497484578251586
ökoprodukte,0.03476315618426,0.8998184158306524
didaktische,0.02281909342039895,0.9218695164998651
wirkliche,0.02549472095507118,0.97165248286299
finanzierungsmechanismen,0.01903295242989244,0.8818324400792702
emmynoetherprogramm,0.01690612140005655,0.928223185494404
cebit,0.0056125214696277756,0.9211208311840636
außergerichtliche,0.0005040547702106508,0.9999885879374332
